,name,experiment,label,day,day_moment,pbs,cage,group,eye,dose,path
6956,OCT_Image_RE_Circle-2017-08-28-15-09-00.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-09-00.tif
6957,OCT_Image_RE_Circle-2017-08-28-15-09-58.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-09-58.tif
6958,OCT_Image_RE_Circle-2017-08-28-15-08-17.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-08-17.tif
6959,OCT_Image_RE_Circle-2017-08-28-15-07-18.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-07-18.tif
6960,OCT_Image_RE_Circle-2017-08-28-15-06-28.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-06-28.tif
6961,OCT_Image_RE_Circle-2017-08-28-15-09-13.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-09-13.tif
6962,OCT_Image_RE_Circle-2017-08-28-15-05-19.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-05-19.tif
6963,OCT_Image_RE_Circle-2017-08-28-15-08-09.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-08-09.tif
6964,OCT_Image_RE_Circle-2017-08-28-15-08-29.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-08-29.tif
6965,OCT_Image_RE_Circle-2017-08-28-15-07-44.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-07-44.tif
6966,OCT_Image_RE_Circle-2017-08-28-15-09-38.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-09-38.tif
6967,OCT_Image_RE_Circle-2017-08-28-15-05-56.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-05-56.tif
6968,OCT_Image_RE_Circle-2017-08-28-15-07-28.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-07-28.tif
6969,OCT_Image_RE_Circle-2017-08-28-15-08-38.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-08-38.tif
6970,OCT_Image_RE_Circle-2017-08-28-15-06-13.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-06-13.tif
6971,OCT_Image_RE_Circle-2017-08-28-15-08-49.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-08-49.tif
6972,OCT_Image_RE_Circle-2017-08-28-15-09-08.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-09-08.tif
6973,OCT_Image_RE_Circle-2017-08-28-15-07-23.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-07-23.tif
6974,OCT_Image_RE_Circle-2017-08-28-15-09-04.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-09-04.tif
6975,OCT_Image_RE_Circle-2017-08-28-15-06-02.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-06-02.tif
6976,OCT_Image_RE_Circle-2017-08-28-15-05-49.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-05-49.tif
6977,OCT_Image_RE_Circle-2017-08-28-15-08-56.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-08-56.tif
6978,OCT_Image_RE_Circle-2017-08-28-15-09-24.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-09-24.tif
6979,OCT_Image_RE_Circle-2017-08-28-15-07-36.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-07-36.tif
6980,OCT_Image_RE_Circle-2017-08-28-15-08-53.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-08-53.tif
6981,OCT_Image_RE_Circle-2017-08-28-15-06-09.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-06-09.tif
6982,OCT_Image_RE_Circle-2017-08-28-15-09-54.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-09-54.tif
6983,OCT_Image_RE_Circle-2017-08-28-15-09-51.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C24,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C24 GP2B A2/OCT_Image_RE_Circle-2017-08-28-15-09-51.tif
7021,OCT_Image_RE_Circle-2017-08-29-16-20-13.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-20-13.tif
7022,OCT_Image_RE_Circle-2017-08-29-16-21-51.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-21-51.tif
7023,OCT_Image_RE_Circle-2017-08-29-16-21-36.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-21-36.tif
7024,OCT_Image_RE_Circle-2017-08-29-16-22-14.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-22-14.tif
7025,OCT_Image_RE_Circle-2017-08-29-16-22-21.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-22-21.tif
7026,OCT_Image_RE_Circle-2017-08-29-16-20-07.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-20-07.tif
7027,OCT_Image_RE_Circle-2017-08-29-16-20-18.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-20-18.tif
7028,OCT_Image_RE_Circle-2017-08-29-16-22-45.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-22-45.tif
7029,OCT_Image_RE_Circle-2017-08-29-16-20-00.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-20-00.tif
7030,OCT_Image_RE_Circle-2017-08-29-16-21-41.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-21-41.tif
7031,OCT_Image_RE_Circle-2017-08-29-16-20-33.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-20-33.tif
7032,OCT_Image_RE_Circle-2017-08-29-16-22-05.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-22-05.tif
7033,OCT_Image_RE_Circle-2017-08-29-16-20-29.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-20-29.tif
7034,OCT_Image_RE_Circle-2017-08-29-16-21-32.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-21-32.tif
7035,OCT_Image_RE_Circle-2017-08-29-16-22-17.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-22-17.tif
7036,OCT_Image_RE_Circle-2017-08-29-16-23-30.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-23-30.tif
7037,OCT_Image_RE_Circle-2017-08-29-16-21-46.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-21-46.tif
7038,OCT_Image_RE_Circle-2017-08-29-16-21-24.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-21-24.tif
7039,OCT_Image_RE_Circle-2017-08-29-16-20-43.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-20-43.tif
7040,OCT_Image_RE_Circle-2017-08-29-16-20-51.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-20-51.tif
7041,OCT_Image_RE_Circle-2017-08-29-16-20-58.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-20-58.tif
7042,OCT_Image_RE_Circle-2017-08-29-16-23-43.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-23-43.tif
7043,OCT_Image_RE_Circle-2017-08-29-16-21-28.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-21-28.tif
7044,OCT_Image_RE_Circle-2017-08-29-16-22-24.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-22-24.tif
7045,OCT_Image_RE_Circle-2017-08-29-16-20-25.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-20-25.tif
7046,OCT_Image_RE_Circle-2017-08-29-16-22-28.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-22-28.tif
7047,OCT_Image_RE_Circle-2017-08-29-16-22-31.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-22-31.tif
7048,OCT_Image_RE_Circle-2017-08-29-16-22-41.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-22-41.tif
7049,OCT_Image_RE_Circle-2017-08-29-16-22-49.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-22-49.tif
7050,OCT_Image_RE_Circle-2017-08-29-16-22-09.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A4/OCT_Image_RE_Circle-2017-08-29-16-22-09.tif
7069,OCT_Image_RE_Circle-2017-08-29-14-07-54.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A2/OCT_Image_RE_Circle-2017-08-29-14-07-54.tif
7070,OCT_Image_RE_Circle-2017-08-29-14-10-43.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A2/OCT_Image_RE_Circle-2017-08-29-14-10-43.tif
7071,OCT_Image_RE_Circle-2017-08-29-14-07-48.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A2/OCT_Image_RE_Circle-2017-08-29-14-07-48.tif
7072,OCT_Image_RE_Circle-2017-08-29-14-10-34.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A2/OCT_Image_RE_Circle-2017-08-29-14-10-34.tif
7073,OCT_Image_RE_Circle-2017-08-29-14-09-31.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A2/OCT_Image_RE_Circle-2017-08-29-14-09-31.tif
7074,OCT_Image_RE_Circle-2017-08-29-14-11-57.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A2/OCT_Image_RE_Circle-2017-08-29-14-11-57.tif
7075,OCT_Image_RE_Circle-2017-08-29-14-07-34.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A2/OCT_Image_RE_Circle-2017-08-29-14-07-34.tif
7076,OCT_Image_RE_Circle-2017-08-29-14-07-41.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A2/OCT_Image_RE_Circle-2017-08-29-14-07-41.tif
7077,OCT_Image_RE_Circle-2017-08-29-14-10-39.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A2/OCT_Image_RE_Circle-2017-08-29-14-10-39.tif
7078,OCT_Image_RE_Circle-2017-08-29-14-10-50.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A2/OCT_Image_RE_Circle-2017-08-29-14-10-50.tif
7079,OCT_Image_RE_Circle-2017-08-29-14-11-50.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A2/OCT_Image_RE_Circle-2017-08-29-14-11-50.tif
7080,OCT_Image_RE_Circle-2017-08-29-14-07-21.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A2/OCT_Image_RE_Circle-2017-08-29-14-07-21.tif
7081,OCT_Image_RE_Circle-2017-08-29-14-09-47.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A2/OCT_Image_RE_Circle-2017-08-29-14-09-47.tif
7082,OCT_Image_RE_Circle-2017-08-29-14-07-30.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A2/OCT_Image_RE_Circle-2017-08-29-14-07-30.tif
7083,OCT_Image_RE_Circle-2017-08-29-14-08-55.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A2/OCT_Image_RE_Circle-2017-08-29-14-08-55.tif
7084,OCT_Image_RE_Circle-2017-08-29-14-09-09.tif,STUDY C T1 17-8-14 ET1,pathological,14,-,-,C23,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/STUDY C T1 17-8-14 ET1/Day14/C23 GP1A A2/OCT_Image_RE_Circle-2017-08-29-14-09-09.tif
